chapter,chapter_name,section_id,section_name,req_id,req_description,L,日本語訳,ステータス,対応方法,ドキュメント,実装確認結果,インフラリソース,エビデンス,要件対象リソース
V13,Configuration,V13.3,Secret Management,V13.3.3,Verify that all cryptographic operations are performed using an isolated security module (such as a vault or hardware security module) to securely manage and protect key material from exposure outside of the security module.,3,すべての暗号操作が、キー素材を安全に管理するために隔離されたセキュリティモジュール（HSMなど）を使用して実行されていることを確認してください。,対象外,,対象外,L3要件であり対象外。,AWS CloudHSM¥nAWS KMS,対象外,インフラリソース
V13,Configuration,V13.3,Secret Management,V13.3.4,Verify that secrets are configured to expire and be rotated based on the application's documentation.,3,シークレットがアプリケーションのドキュメントに基づいて期限切れになり、ローテーションされるように設定されていることを確認してください。,対象外,,対象外,L3要件であり対象外。,AWS Secrets Manager,対象外,インフラリソース
V13,Configuration,V13.4,Unintended Information Leakage,V13.4.1,"Verify that the application is deployed either without any source control metadata, including the .git or .svn folders, or in a way that these folders are inaccessible both externally and to the application itself.",1,.git や .svn フォルダを含むソース管理メタデータなしで、アプリケーションがデプロイされていることを確認してください。,未対応,.dockerignoreファイルを作成し、コンテナイメージのビルド時に.gitディレクトリ等が含まれないように除外設定を追加する。,対象外,.dockerignoreが存在せず、Dockerfileの `COPY . .` によって.git等のメタデータがコンテナイメージに含まれてしまう状態であるため未対応。,対象外,Dockerfile,ソースコード
V13,Configuration,V13.4,Unintended Information Leakage,V13.4.2,Verify that debug modes are disabled for all components in production environments to prevent exposure of debugging features and information leakage.,2,デバッグ機能の露出と情報漏洩を防ぐために、本番環境のすべてのコンポーネントでデバッグモードが無効になっていることを確認してください。,対応済み,,対象外,要件を満たしている。¥n本番環境のビルド（npm run build / npm start）では、Next.jsおよびFastifyのデバッグモードや開発用機能はデフォルトで無効化される。,対象外,Dockerfile,ソースコード
V13,Configuration,V13.4,Unintended Information Leakage,V13.4.3,Verify that web servers do not expose directory listings to clients unless explicitly intended.,2,明示的に意図されていない限り、Webサーバーがクライアントにディレクトリリストを公開しないことを確認してください。,対応済み,,対象外,要件を満たしている。¥nFastifyやNext.jsのデフォルトの挙動では、ディレクトリ一覧（ディレクトリリスティング）は公開されない。,対象外,server/service/app.ts,ソースコード
V13,Configuration,V13.4,Unintended Information Leakage,V13.4.4,"Verify that using the HTTP TRACE method is not supported in production environments, to avoid potential information leakage.",2,潜在的な情報漏洩を避けるために、本番環境でHTTP TRACEメソッドの使用がサポートされていないことを確認してください。,確認中,CloudFrontのビヘイビア設定やALBのリスナールールにて、HTTP TRACEメソッドを拒否（または許可リストから除外）しているか確認する。,対象外,インフラリソース（CloudFrontやALB等）でのHTTPメソッド制限設定に依存するため確認中。,CloudFront¥nALB,未確認,インフラリソース
V13,Configuration,V13.4,Unintended Information Leakage,V13.4.5,Verify that documentation (such as for internal APIs) and monitoring endpoints are not exposed unless explicitly intended.,2,明示的に意図されていない限り、ドキュメント（内部API用など）および監視エンドポイントが公開されないことを確認してください。,確認中,内部向けAPIのドキュメント（Swagger UI等）や監視用エンドポイントがインターネット経由で一般公開されないよう、ALBやWAF等でアクセス制御されているか確認する。,対象外,インフラリソース（WAFやALB等）での内部向けエンドポイントのアクセス制御設定に依存するため確認中。,ALB¥nAWS WAF,未確認,インフラリソース
V13,Configuration,V13.4,Unintended Information Leakage,V13.4.6,Verify that the application does not expose detailed version information of backend components.,3,アプリケーションがバックエンドコンポーネントの詳細なバージョン情報を公開しないことを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,ソースコード
V13,Configuration,V13.4,Unintended Information Leakage,V13.4.7,"Verify that the web tier is configured to only serve files with specific file extensions to prevent unintentional information, configuration, and source code leakage.",3,意図しない情報やソースコードの漏洩を防ぐために、Web層が特定のファイル拡張子を持つファイルのみを提供するように構成されていることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,ソースコード
V14,Data Protection,V14.1,Data Protection Documentation,V14.1.1,"Verify that all sensitive data created and processed by the application has been identified and classified into protection levels. This includes data that is only encoded and therefore easily decoded, such as Base64 strings or the plaintext payload inside a JWT. Protection levels need to take into account any data protection and privacy regulations and standards which the application is required to comply with.",2,アプリケーションによって作成および処理されるすべての機密データが特定され、保護レベルに分類されていることを確認してください。,確認中,機密データの識別と保護レベルの分類が定義されたドキュメント（データ保護方針やセキュリティポリシー等）の記載内容を確認する。,確認中,ドキュメントにて機密データの識別と保護レベルの分類が定義されているか確認中。,対象外,未確認,ドキュメント
V14,Data Protection,V14.1,Data Protection Documentation,V14.1.2,"Verify that all sensitive data protection levels have a documented set of protection requirements. This must include (but not be limited to) requirements related to general encryption, integrity verification, retention, how the data is to be logged, access controls around sensitive data in logs, database-level encryption, privacy and privacy-enhancing technologies to be used, and other confidentiality requirements.",2,すべての機密データ保護レベルに文書化された一連の保護要件があることを確認してください。,確認中,機密データ保護レベルごとの保護要件（暗号化、ログ記録、アクセス制御等）が定義されたドキュメント（データ保護方針やセキュリティガイドライン等）の記載内容を確認する。,確認中,ドキュメントにてデータ保護要件が定義されているか確認中。,対象外,未確認,ドキュメント
V14,Data Protection,V14.2,General Data Protection,V14.2.1,"Verify that sensitive data is only sent to the server in the HTTP message body or header fields, and that the URL and query string do not contain sensitive information, such as an API key or session token.",1,機密データがHTTPメッセージの本文またはヘッダーフィールドでのみサーバーに送信され、URLおよびクエリ文字列にAPIキーなどの機密情報が含まれていないことを確認してください。,対応済み,,対象外,要件を満たしている。¥n認証トークン等はHTTPヘッダー（Authorization等）やCookieを介して送信されており、URLパラメータ等には機密情報を含めていない。,対象外,server/service/app.ts,ソースコード
V14,Data Protection,V14.2,General Data Protection,V14.2.2,"Verify that the application prevents sensitive data from being cached in server components, such as load balancers and application caches, or ensures that the data is securely purged after use.",2,アプリケーションがサーバーコンポーネントに機密データがキャッシュされるのを防ぐか、使用後にデータが確実にパージされるようにしていることを確認してください。,確認中,CloudFrontのCache BehaviorsやALBのルーティング設定において、機密データを扱うパスがキャッシュ対象外（Managed-CachingDisabled等）に設定されているか設定値を確認する。,対象外,CloudFront等のインフラリソース側でのキャッシュ設定に依存するため確認中。,確認中,未確認,インフラリソース
V14,Data Protection,V14.2,General Data Protection,V14.2.3,"Verify that defined sensitive data is not sent to untrusted parties (e.g., user trackers) to prevent unwanted collection of data outside of the application's control.",2,アプリケーションの制御外でのデータの不要な収集を防ぐために、定義された機密データが信頼できない第三者（ユーザートラッカーなど）に送信されないことを確認してください。,確認中,フロントエンドで利用しているトラッキングツール（Google Analytics等）へのデータ送信処理（タグやイベントトラッキングの実装コード）において、機密データが含まれていないか実装を確認する。,確認中,フロントエンドのトラッキングツールの有無や送信データの仕様に依存するため確認中。,対象外,未確認,ソースコード¥nドキュメント
V14,Data Protection,V14.2,General Data Protection,V14.2.4,"Verify that controls around sensitive data related to encryption, integrity verification, retention, how the data is to be logged, access controls around sensitive data in logs, privacy and privacy-enhancing technologies, are implemented as defined in the documentation for the specific data's protection level.",2,暗号化、整合性検証、ログ記録などに関連する機密データ周辺の制御が、保護レベルのドキュメントで定義されている通りに実装されていることを確認してください。,確認中,データ保護方針などのドキュメントに従って、機密データを扱う処理周辺で暗号化や整合性検証などの制御がソースコードに実装されているか確認する。,確認中,ドキュメントでの定義内容に依存するため確認中。,対象外,未確認,ドキュメント
V14,Data Protection,V14.2,General Data Protection,V14.2.5,"Verify that caching mechanisms are configured to only cache responses which have the expected content type for that resource and do not contain sensitive, dynamic content. The web server should return a 404 or 302 response when a non-existent file is accessed rather than returning a different, valid file. This should prevent Web Cache Deception attacks.",3,Webキャッシュポイズニングなどの攻撃を防ぐために、キャッシュメカニズムが適切に構成されていることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V14,Data Protection,V14.2,General Data Protection,V14.2.6,"Verify that the application only returns the minimum required sensitive data for the application's functionality. For example, only returning some of the digits of a credit card number and not the full number. If the complete data is required, it should be masked in the user interface unless the user specifically views it.",3,アプリケーションが機能のために必要最小限の機密データのみを返すことを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V14,Data Protection,V14.2,General Data Protection,V14.2.7,"Verify that sensitive information is subject to data retention classification, ensuring that outdated or unnecessary data is deleted automatically, on a defined schedule, or as the situation requires.",3,機密情報がデータ保持の分類の対象となり、古いデータや不要なデータが自動的またはスケジュールに従って削除されることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V14,Data Protection,V14.2,General Data Protection,V14.2.8,Verify that sensitive information is removed from the metadata of user-submitted files unless storage is consented to by the user.,3,ユーザーによって保存が同意されない限り、ユーザーが送信したファイルのメタデータから機密情報が削除されることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V14,Data Protection,V14.3,Client-side Data Protection,V14.3.1,"Verify that authenticated data is cleared from client storage, such as the browser DOM, after the client or session is terminated. The 'Clear-Site-Data' HTTP response header field may be able to help with this but the client-side should also be able to clear up if the server connection is not available when the session is terminated.",1,クライアントまたはセッションが終了した後、ブラウザDOMなどのクライアントストレージから認証済み（authenticated）データが消去されることを確認してください。,対応済み,,対象外,要件を満たしている。¥nAWS AmplifyのAuth.signOut()を利用しており、サインアウト時にクライアントストレージから認証情報が適切にクリアされる仕組みとなっている。,対象外,client/layouts/basicHeader/BasicHeader.tsx,ソースコード
V14,Data Protection,V14.3,Client-side Data Protection,V14.3.2,"Verify that the application sets sufficient anti-caching HTTP response header fields (i.e., Cache-Control: no-store) so that sensitive data is not cached in browsers.",2,機密データがブラウザにキャッシュされないように、アプリケーションが十分なアンチキャッシュHTTPレスポンスヘッダー（Cache-Control: no-storeなど）を設定していることを確認してください。,未対応,バックエンド（Fastify）のAPIレスポンス等において、機密データを返すエンドポイントに明示的に `Cache-Control: no-store` ヘッダーを付与する実装を追加する。,対象外,Helmetプラグイン等は導入されているが、APIレスポンス全体に対する明示的なアンチキャッシュヘッダー（Cache-Control: no-store）の付与処理がコード上に確認できないため未対応。,対象外,server/service/app.ts,ソースコード
V14,Data Protection,V14.3,Client-side Data Protection,V14.3.3,"Verify that data stored in browser storage (such as localStorage, sessionStorage, IndexedDB, or cookies) does not contain sensitive data, with the exception of session tokens.",2,ブラウザのストレージ（localStorageなど）に保存されたデータに、セッショントークンを除き、機密データが含まれていないことを確認してください。,対応済み,,対象外,要件を満たしている。¥nセッショントークン以外の業務上の機密データを平文でブラウザのローカルストレージ等に保存する実装は確認されない。,対象外,client/ 配下のソースコード全般,ソースコード
V15,Secure Coding and Architecture,V15.1,Secure Coding and Architecture Documentation,V15.1.1,"Verify that application documentation defines risk based remediation time frames for 3rd party component versions with vulnerabilities and for updating libraries in general, to minimize the risk from these components.",1,脆弱性のあるサードパーティコンポーネントのバージョンに関するリスクベースの修復期間が文書化されていることを確認してください。,確認中,脆弱性のあるサードパーティコンポーネントの更新・修復期間（SLAなど）が定義された運用手順書やセキュリティポリシーの記載内容を確認する。,確認中,ドキュメントでの定義状況に依存するため確認中。,対象外,未確認,ドキュメント
V15,Secure Coding and Architecture,V15.1,Secure Coding and Architecture Documentation,V15.1.2,"Verify that an inventory catalog, such as software bill of materials (SBOM), is maintained of all third-party libraries in use, including verifying that components come from pre-defined, trusted, and continually maintained repositories.",2,使用中のすべてのサードパーティライブラリについて、ソフトウェア部品表（SBOM）などのインベントリカタログが維持されていることを確認してください。,確認中,サードパーティライブラリのSBOM（Software Bill of Materials）や依存関係リスト（package.jsonなど）が構成管理ツールやドキュメント上で維持・管理されているか確認する。,確認中,ドキュメントや運用プロセス（CI/CD）でのSBOM管理状況に依存するため確認中。,対象外,未確認,ドキュメント
V15,Secure Coding and Architecture,V15.1,Secure Coding and Architecture Documentation,V15.1.3,"Verify that the application documentation identifies functionality which is time-consuming or resource-demanding. This must include how to prevent a loss of availability due to overusing this functionality and how to avoid a situation where building a response takes longer than the consumer's timeout. Potential defenses may include asynchronous processing, using queues, and limiting parallel processes per user and per application.",2,アプリケーションのドキュメントが、時間がかかる、またはリソースを大量に消費する機能を特定していることを確認してください。,確認中,非同期処理やバッチ処理など、リソースを大量に消費する機能の一覧と、その可用性喪失を防ぐ対策（タイムアウト設定など）が設計書や仕様書に文書化されているか確認する。,確認中,ドキュメントでの定義状況に依存するため確認中。,対象外,未確認,ドキュメント
V15,Secure Coding and Architecture,V15.1,Secure Coding and Architecture Documentation,V15.1.4,"Verify that application documentation highlights third-party libraries which are considered to be ""risky components"".",3,アプリケーションのドキュメントが、「リスクの高いコンポーネント」と見なされるサードパーティライブラリを強調していることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V15,Secure Coding and Architecture,V15.1,Secure Coding and Architecture Documentation,V15.1.5,"Verify that application documentation highlights parts of the application where ""dangerous functionality"" is being used.",3,アプリケーションのドキュメントが、「危険な機能」が使用されているアプリケーションの部分を強調していることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V15,Secure Coding and Architecture,V15.2,Security Architecture and Dependencies,V15.2.1,Verify that the application only contains components which have not breached the documented update and remediation time frames.,1,文書化された更新および修復の期限を破っていないコンポーネントのみがアプリケーションに含まれていることを確認してください。,確認中,CI/CDパイプライン（GitHub Actions等）の設定ファイルにおいて、脆弱性スキャンツール（DependabotやTrivy等）によるチェックおよびデプロイブロックの仕組みが実装されているか確認する。,対象外,CI/CDプロセスや定期的な依存関係のアップデート運用状況に依存するため確認中。,対象外,未確認,ソースコード
V15,Secure Coding and Architecture,V15.2,Security Architecture and Dependencies,V15.2.2,"Verify that the application has implemented defenses against loss of availability due to functionality which is time-consuming or resource-demanding, based on the documented security decisions and strategies for this.",2,時間がかかる、またはリソースを大量に消費する機能による可用性の喪失に対する防御策がアプリケーションに実装されていることを確認してください。,確認中,リソースを大量に消費する機能のソースコードにおいて、非同期処理へのオフロードや、WAF/API Gatewayレベルでのレートリミット設定が実装されているか確認する。,対象外,アプリケーション全体の非同期設計やインフラ層でのレートリミットなどの可用性保護対策に依存するため確認中。,確認中,未確認,ソースコード¥nインフラリソース
V15,Secure Coding and Architecture,V15.2,Security Architecture and Dependencies,V15.2.3,"Verify that the production environment only includes functionality that is required for the application to function, and does not expose extraneous functionality such as test code, sample snippets, and development functionality.",2,本番環境にアプリケーションが機能するために必要な機能のみが含まれ、テストコードなどの余分な機能が公開されないことを確認してください。,対応済み,,対象外,要件を満たしている。¥nNext.jsおよびFastifyの本番用ビルドでは、テストコードや開発用エンドポイントは実行・公開されない設計となっている。,対象外,Dockerfile,ソースコード
V15,Secure Coding and Architecture,V15.2,Security Architecture and Dependencies,V15.2.4,"Verify that third-party components and all of their transitive dependencies are included from the expected repository, whether internally owned or an external source, and that there is no risk of a dependency confusion attack.",3,サードパーティコンポーネントとそのすべての推移的依存関係が期待されるリポジトリからインクルードされており、依存関係の混乱攻撃のリスクがないことを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V15,Secure Coding and Architecture,V15.2,Security Architecture and Dependencies,V15.2.5,"Verify that the application implements additional protections around parts of the application which are documented as containing ""dangerous functionality"" or using third-party libraries considered to be ""risky components"". This could include techniques such as sandboxing, encapsulation, containerization or network level isolation to delay and deter attackers who compromise one part of an application from pivoting elsewhere in the application.",3,「危険な機能」を含むと文書化されているアプリケーションの部分の周囲に、追加の保護（サンドボックス化など）が実装されていることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.1,"Verify that the application only returns the required subset of fields from a data object. For example, it should not return an entire data object, as some individual fields should not be accessible to users.",1,アプリケーションが、データオブジェクトから必要なフィールドのサブセットのみを返すことを確認してください。,対応済み,,対象外,要件を満たしている。¥nサーバーサイドでPrismaから取得したエンティティは、APIレスポンスとして返す前にDTO変換処理（toUserDto.ts等）を通り、必要なフィールドのみを抽出・返却する設計となっているため、過剰なデータ露出が防がれている。,対象外,server/domain/user/store/toUserDto.ts¥nserver/domain/task/store/toTaskDto.ts,ソースコード
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.2,"Verify that where the application backend makes calls to external URLs, it is configured to not follow redirects unless it is intended functionality.",2,アプリケーションのバックエンドが外部URLを呼び出す場合、意図された機能でない限りリダイレクトに従わないように構成されていることを確認してください。,対象外,,対象外,対象外。¥n現在のバックエンドの実装において、外部のWeb API等を直接呼び出す処理（axiosやfetch等の利用）が存在しないため対象外。¥n以下が対策である。¥naxios の場合: オプションに maxRedirects: 0 を指定する。¥nfetch (Node.js) の場合: オプションに redirect: 'manual' または redirect: 'error' を指定する。,対象外,対象外,対象外
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.3,"Verify that the application has countermeasures to protect against mass assignment attacks by limiting allowed fields per controller and action, e.g., it is not possible to insert or update a field value when it was not intended to be part of that action.",2,コントローラーおよびアクションごとに許可されるフィールドを制限することにより、マスアサインメント攻撃から保護する対策がアプリケーションにあることを確認してください。,対応済み,,対象外,要件を満たしている。¥nfrourioのコントローラーにおいて、zodを用いた厳格なバリデーションスキーマ（validatorsプロパティ）が各アクション（GET/POST/PATCH等）ごとに定義されており、定義されていない意図しないフィールドはパース時に破棄されるため、マスアサインメント攻撃が成立しない設計となっている。,対象外,server/api/private/tasks/controller.ts¥nserver/common/validators/task.ts,ソースコード
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.4,"Verify that all proxying and middleware components transfer the user's original IP address correctly using trusted data fields that cannot be manipulated by the end user, and the application and web server use this correct value for logging and security decisions such as rate limiting, taking into account that even the original IP address may not be reliable due to dynamic IPs, VPNs, or corporate firewalls.",2,すべてのプロキシおよびミドルウェアコンポーネントが、エンドユーザーによって操作できない信頼できるデータフィールドを使用してユーザーの元のIPアドレスを正しく転送することを確認してください。,確認中,Fastifyの初期化コードにおける `trust proxy` 設定、およびCloudFront/ALBのX-Forwarded-Forヘッダー転送設定において、クライアントの元IPアドレスを正しく取得・転送する設定値となっているか確認する。,対象外,CloudFrontやALBなどのインフラコンポーネントでのIPアドレス転送設定、およびバックエンド（Fastify）のプロキシ信頼設定（trust proxy）に依存するため確認中。,確認中,未確認,ソースコード¥nインフラリソース
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.5,Verify that the application explicitly ensures that variables are of the correct type and performs strict equality and comparator operations. This is to avoid type juggling or type confusion vulnerabilities caused by the application code making an assumption about a variable type.,2,アプリケーションが、変数が正しい型であることを明示的に保証し、厳密な等価および比較演算を実行していることを確認してください。,対応済み,,対象外,"要件を満たしている。¥nプロジェクト全体（root, server, client）の `tsconfig.json` にて `strict: true` が設定され、型の一貫性が静的に保証されている。¥nさらに、`eslint.config.ts` にて `eqeqeq: 'error'` ルールが有効化されており、コード全体で暗黙の型変換を伴わない厳密な等価演算（===）の使用が強制（CIでブロック）されている。",対象外,tsconfig.json¥nserver/tsconfig.json¥nclient/tsconfig.json¥neslint.config.ts,ソースコード
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.6,"Verify that JavaScript code is written in a way that prevents prototype pollution, for example, by using Set() or Map() instead of object literals.",2,JavaScriptコードが、プロトタイプ汚染を防ぐ方法で（例えばオブジェクトリテラルの代わりにSet()やMap()を使用して）記述されていることを確認してください。,対応済み,,対象外,要件を満たしている。¥nサーバーサイドのコード全体を確認したところ、ユーザー入力をキーとする連想配列の動的生成や、脆弱性の原因となるオブジェクトのディープマージ処理（`Object.assign`や`lodash.merge`等）は使用されていませんでした。¥nすべてのユーザー入力はZodの静的スキーマを通して厳格にパースされ、定義外のプロパティ（`__proto__`等）は自動的に破棄されるため、プロトタイプ汚染が発生する余地のない設計となっています。,対象外,コードベース全体（動的プロパティアサインやマージ処理が存在しないこと）,ソースコード
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.7,"Verify that the application has defenses against HTTP parameter pollution attacks, particularly if the application framework makes no distinction about the source of request parameters (query string, body parameters, cookies, or header fields).",2,HTTPパラメータ汚染攻撃に対する防御策がアプリケーションに備わっていることを確認してください。,対応済み,,対象外,要件を満たしている。¥nFastifyのデフォルト挙動では、同名のパラメータが複数送信された場合、配列としてパースされます。¥nしかし、frourioとZodによるバリデーション層（`validatorCompiler`）において、単一の値を期待する型（stringやnumber等）に対して配列が渡された場合、Zodが即座にパースエラー（400 Bad Request）としてリクエストを弾くため、HTTPパラメータ汚染攻撃が内部ロジックに到達しない安全な設計となっています。,対象外,server/$server.ts (validatorCompilerの挙動)¥nZodによるスキーマ定義全体,ソースコード
V15,Secure Coding and Architecture,V15.4,Safe Concurrency,V15.4.1,"Verify that shared objects in multi-threaded code (such as caches, files, or in-memory objects accessed by multiple threads) are accessed safely by using thread-safe types and synchronization mechanisms like locks or semaphores to avoid race conditions and data corruption.",3,マルチスレッドコード内の共有オブジェクトが、競合状態やデータ破損を避けるためにスレッドセーフな型と同期メカニズムを使用して安全にアクセスされていることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V15,Secure Coding and Architecture,V15.4,Safe Concurrency,V15.4.2,"Verify that checks on a resource's state, such as its existence or permissions, and the actions that depend on them are performed as a single atomic operation to prevent time-of-check to time-of-use (TOCTOU) race conditions. For example, checking if a file exists before opening it, or verifying a user’s access before granting it.",3,TOCTOU（Time-of-Check to Time-of-Use）の競合状態を防ぐために、リソースの状態のチェックとそれに依存するアクションが単一のアトミックな操作として実行されることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V15,Secure Coding and Architecture,V15.4,Safe Concurrency,V15.4.3,"Verify that locks are used consistently to avoid threads getting stuck, whether by waiting on each other or retrying endlessly, and that locking logic stays within the code responsible for managing the resource to ensure locks cannot be inadvertently or maliciously modified by external classes or code.",3,ロックがスレッドのスタックを避けるために一貫して使用されており、ロックのロジックがリソースの管理を担当するコード内にとどまっていることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V15,Secure Coding and Architecture,V15.4,Safe Concurrency,V15.4.4,"Verify that resource allocation policies prevent thread starvation by ensuring fair access to resources, such as by leveraging thread pools, allowing lower-priority threads to proceed within a reasonable timeframe.",3,リソースの割り当てポリシーが、スレッドプールを活用するなどしてリソースへの公平なアクセスを保証し、スレッドの枯渇を防ぐことを確認してください。,対象外,,対象外,対象外。¥nL3要件であり対象外。,対象外,対象外,対象外
V16,Security Logging and Error Handling,V16.1,Security Logging Documentation,V16.1.1,"Verify that an inventory exists documenting the logging performed at each layer of the application's technology stack, what events are being logged, log formats, where that logging is stored, how it is used, how access to it is controlled, and for how long logs are kept.",2,アプリケーションのテクノロジースタックの各層で実行されるログ記録を文書化したインベントリが存在することを確認してください。,確認中,アプリケーションのテクノロジースタックの各層（1. インフラ/ネットワーク層、2. OS/プラットフォーム層、3. データ/ミドルウェア層、4. バックエンド層、5. フロントエンド層）におけるロギング仕様（記録内容、フォーマット、保存場所、保存期間など）が網羅的に定義されたインベントリ（ログ設計書等）が存在するか確認する。,確認中,ドキュメントでのログ要件の定義状況に依存するため確認中。,AWS CloudWatch RUM: フロントエンドログ,未確認,ドキュメント
V16,Security Logging and Error Handling,V16.2,General Logging,V16.2.1,"Verify that each log entry includes necessary metadata (such as when, where, who, what) that would allow for a detailed investigation of the timeline when an event happens.",2,各ログエントリに、イベント発生時のタイムラインの詳細な調査を可能にする必要なメタデータ（いつ、どこで、誰が、何をなど）が含まれていることを確認してください。,未対応,バックエンドのFastifyロガー（pino）を有効化し、いつ・どこで・誰が・何をといった詳細なメタデータが各ログエントリに含まれるよう設定を追加する。,対象外,未対応。Fastifyのロガーが無効化されており、構造化ロギングが行われていないため。,対象外,未確認,ソースコード
V16,Security Logging and Error Handling,V16.2,General Logging,V16.2.2,"Verify that time sources for all logging components are synchronized, and that timestamps in security event metadata use UTC or include an explicit time zone offset. UTC is recommended to ensure consistency across distributed systems and to prevent confusion during daylight saving time transitions.",2,すべてのログコンポーネントのタイムソースが同期されており、セキュリティイベントのメタデータのタイムスタンプがUTCを使用していることを確認してください。,確認中,ECSタスク定義やFargateの環境変数（TZ等）、およびアプリケーションのロガー設定において、タイムスタンプがUTCとして出力されるよう構成されているか設定値を確認する。,対象外,コンテナ実行環境（ECS/Fargate等）のタイムゾーン設定およびロガーのタイムスタンプ設定に依存するため確認中。,確認中,未確認,インフラリソース¥nソースコード
V16,Security Logging and Error Handling,V16.2,General Logging,V16.2.3,Verify that the application only stores or broadcasts logs to the files and services that are documented in the log inventory.,2,アプリケーションがログインベントリに文書化されているファイルとサービスにのみログを保存またはブロードキャストすることを確認してください。,確認中,ECSのログドライバー設定（awslogs等）において、ログの出力先がインベントリで定義された指定の場所（CloudWatch Logs等）のみに制限されているか設定値を確認する。,確認中,ドキュメントでの定義内容および実際の出力先設定に依存するため確認中。,対象外,未確認,ドキュメント
V16,Security Logging and Error Handling,V16.2,General Logging,V16.2.4,"Verify that logs can be read and correlated by the log processor that is in use, preferably by using a common logging format.",2,使用中のログプロセッサによってログの読み取りおよび相関が可能であることを確認してください。,未対応,Fastifyロガー（pino）を有効化し、CloudWatch Logs等のログプロセッサでパース・相関分析が可能なJSON形式でログを出力するよう構成する。,対象外,未対応。Fastifyのロガーが無効化されており、エラーハンドラ内のconsole.error（プレーンテキスト）しか出力されていないため。,確認中,未確認,インフラリソース¥nソースコード
V16,Security Logging and Error Handling,V16.2,General Logging,V16.2.5,"Verify that when logging sensitive data, the application enforces logging based on the data's protection level. For example, it may not be allowed to log certain data, such as credentials or payment details. Other data, such as session tokens, may only be logged by being hashed or masked, either in full or partially.",2,機密データをログに記録する際、アプリケーションがデータの保護レベルに基づいてログ記録を強制していることを確認してください。,確認中,ロギングミドルウェアやロガー設定（pinoのredactオプション等）において、機密情報（クレデンシャルやセッショントークン等）をマスクまたはハッシュ化する処理が実装されているかソースコードを確認する。,対象外,ロギングミドルウェアでの機密情報マスク処理等の実装状況に依存するため確認中。,対象外,未確認,ソースコード
V16,Security Logging and Error Handling,V16.3,Security Events,V16.3.1,"Verify that all authentication operations are logged, including successful and unsuccessful attempts. Additional metadata, such as the type of authentication or factors used, should also be collected.",2,成功および失敗の試みを含む、すべての認証（authentication）操作がログに記録されることを確認してください。,確認中,CognitoのCloudTrail連携設定、またはバックエンドの認証処理（ログインAPI等）において、認証の成功および失敗の試行がメタデータと共にログ出力される実装・設定となっているか確認する。,対象外,AWS Cognito（CloudTrail等）での認証ログ取得や、アプリケーション側でのログイン関連ログ実装に依存するため確認中。,確認中,未確認,インフラリソース¥nソースコード
V16,Security Logging and Error Handling,V16.3,Security Events,V16.3.2,"Verify that failed authorization attempts are logged. For L3, this must include logging all authorization decisions, including logging when sensitive data is accessed (without logging the sensitive data itself).",2,失敗した認可（authorization）の試行がログに記録されることを確認してください。レベル3では、これには機密データへのアクセス時を含め、すべての認可決定のログ記録を含める必要があります。,確認中,バックエンドの認証ガード（frourioのhooksなど）において、認可エラー（401 Unauthorized / 403 Forbidden）が発生した際に、そのアクセス拒否イベントをログ出力する処理が実装されているかソースコードを確認する。,対象外,バックエンドのガード等によるアクセス拒否時（401/403）のエラーログ実装状況に依存するため確認中。,対象外,未確認,ソースコード
