chapter_id,chapter_name,section_id,section_name,req_id,req_description,L,日本語訳,明文化・文書化の要点,AWS_React_TypeScript_確認内容
V14,Data Protection,V14.3,Client-side Data Protection,V14.3.3,"Verify that data stored in browser storage (such as localStorage, sessionStorage, IndexedDB, or cookies) does not contain sensitive data, with the exception of session tokens.",2,セッショントークンを除き、ブラウザのストレージ（localStorage、sessionStorage、IndexedDB、Cookieなど）に保存されているデータに機密データが含まれていないことを確認してください。,,React / TS: ローカルストレージ（localStorage）やセッションストレージ、Cookieなどにセッショントークン以外の機密情報（個人情報、パスワード等）を保存していないこと、またログアウト時やセッション終了時にこれらが完全にクリアされる仕組みが実装されていることを確認する。
V15,Secure Coding and Architecture,V15.1,Secure Coding and Architecture Documentation,V15.1.1,"Verify that application documentation defines risk based remediation time frames for 3rd party component versions with vulnerabilities and for updating libraries in general, to minimize the risk from these components.",1,アプリケーションのドキュメントに、脆弱性のあるサードパーティ製コンポーネントのバージョンや、ライブラリ全般の更新に関するリスクベースの修復期間が明記されていることを確認し、これらのコンポーネントによるリスクを最小限に抑えるようにしてください。,サードパーティコンポーネントの脆弱性修復に関するリスクベースの期限の明記,TS / Node.js / React: TypeScriptのコンパイラ設定（`tsconfig.json`）で、`strict: true`、`noImplicitAny: true`、`strictNullChecks: true` 等の厳格な型チェックオプションが有効化されており、実行時の予期しない型エラーやセキュリティ欠陥（プロパティ未定義による例外クラッシュ等）が防止されていることを確認する。
V15,Secure Coding and Architecture,V15.1,Secure Coding and Architecture Documentation,V15.1.2,"Verify that an inventory catalog, such as software bill of materials (SBOM), is maintained of all third-party libraries in use, including verifying that components come from pre-defined, trusted, and continually maintained repositories.",2,使用されているすべてのサードパーティ製ライブラリについて、ソフトウェア部品表（SBOM）などの在庫カタログが維持されていることを確認し、コンポーネントが事前に定義され、信頼され、継続的に維持されているリポジトリから提供されていることを確認します。,コンポーネントの在庫カタログ（SBOM）の維持と文書化,"React / TS / ECS: `npm audit`, `Snyk`, `GitHub Dependabot` 等を利用して依存モジュール（npmパッケージ等）の脆弱性スキャンをCI/CDパイプライン上で実行し、既知の脆弱性（CVE）を持つ外部ライブラリを本番環境で使用しない体制になっていることを確認する。"
V15,Secure Coding and Architecture,V15.1,Secure Coding and Architecture Documentation,V15.1.3,"Verify that the application documentation identifies functionality which is time-consuming or resource-demanding. This must include how to prevent a loss of availability due to overusing this functionality and how to avoid a situation where building a response takes longer than the consumer's timeout. Potential defenses may include asynchronous processing, using queues, and limiting parallel processes per user and per application.",2,アプリケーションのドキュメントに、時間のかかる機能やリソースを大量に消費する機能が明記されていることを確認してください。これには、これらの機能の過剰使用による可用性の低下を防ぐ方法、および応答の生成にコンシューマーのタイムアウト時間を超える事態を回避する方法が含まれている必要があります。対策としては、非同期処理、キューの使用、ユーザーごとおよびアプリケーションごとの並列処理数の制限などが考えられます。,リソース消費の多い機能の特定と可用性低下防止策の明文化,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略によるステージング/本番の完全分離が行われていることを確認する。
V15,Secure Coding and Architecture,V15.1,Secure Coding and Architecture Documentation,V15.1.4,"Verify that application documentation highlights third-party libraries which are considered to be ""risky components"".",3,アプリケーションのドキュメントで、「リスクの高いコンポーネント」とみなされるサードパーティライブラリが強調されていることを確認してください。,「リスクの高いコンポーネント」とみなす対象の定義と明文化,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略によるステージング/本番の完全分離が行われていることを確認する。
V15,Secure Coding and Architecture,V15.1,Secure Coding and Architecture Documentation,V15.1.5,"Verify that application documentation highlights parts of the application where ""dangerous functionality"" is being used.",3,アプリケーションのドキュメントに、「危険な機能」が使用されている箇所が明記されていることを確認してください。,「危険な機能」の使用箇所の特定と明文化,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略によるステージング/本番の完全分離が行われていることを確認する。
V15,Secure Coding and Architecture,V15.2,Security Architecture and Dependencies,V15.2.1,Verify that the application only contains components which have not breached the documented update and remediation time frames.,1,アプリケーションには、文書化された更新および修復の期限を過ぎていないコンポーネントのみが含まれていることを確認してください。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.2,Security Architecture and Dependencies,V15.2.2,"Verify that the application has implemented defenses against loss of availability due to functionality which is time-consuming or resource-demanding, based on the documented security decisions and strategies for this.",2,文書化されたセキュリティ上の決定事項および戦略に基づき、時間のかかる機能やリソースを大量に消費する機能によって可用性が失われることに対する防御策がアプリケーションに実装されていることを確認してください。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.2,Security Architecture and Dependencies,V15.2.3,"Verify that the production environment only includes functionality that is required for the application to function, and does not expose extraneous functionality such as test code, sample snippets, and development functionality.",2,本番環境には、アプリケーションの動作に必要な機能のみが含まれ、テストコード、サンプルコード、開発機能などの不要な機能が公開されていないことを確認してください。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.2,Security Architecture and Dependencies,V15.2.4,"Verify that third-party components and all of their transitive dependencies are included from the expected repository, whether internally owned or an external source, and that there is no risk of a dependency confusion attack.",3,サードパーティ製コンポーネントとそのすべての推移的依存関係が、社内所有または外部ソースを問わず、想定されるリポジトリから含まれていること、および依存関係の混同攻撃のリスクがないことを確認します。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.2,Security Architecture and Dependencies,V15.2.5,"Verify that the application implements additional protections around parts of the application which are documented as containing ""dangerous functionality"" or using third-party libraries considered to be ""risky components"". This could include techniques such as sandboxing, encapsulation, containerization or network level isolation to delay and deter attackers who compromise one part of an application from pivoting elsewhere in the application.",3,アプリケーションが、「危険な機能」を含むと文書化されている部分や、「リスクの高いコンポーネント」とみなされるサードパーティライブラリを使用している部分に対して、追加の保護対策を実装していることを確認してください。これには、サンドボックス化、カプセル化、コンテナ化、ネットワークレベルの分離などの技術が含まれており、アプリケーションの一部を侵害した攻撃者がアプリケーションの他の部分に侵入するのを遅延させ、阻止することができます。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.1,"Verify that the application only returns the required subset of fields from a data object. For example, it should not return an entire data object, as some individual fields should not be accessible to users.",1,アプリケーションがデータオブジェクトから必要なフィールドのサブセットのみを返すことを確認してください。たとえば、一部のフィールドはユーザーがアクセスできないようにする必要があるため、データオブジェクト全体を返してはなりません。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.2,"Verify that where the application backend makes calls to external URLs, it is configured to not follow redirects unless it is intended functionality.",2,アプリケーションのバックエンドが外部URLを呼び出す場合、意図された機能でない限りリダイレクトを追従しないように設定されていることを確認してください。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.3,"Verify that the application has countermeasures to protect against mass assignment attacks by limiting allowed fields per controller and action, e.g., it is not possible to insert or update a field value when it was not intended to be part of that action.",2,アプリケーションに、コントローラおよびアクションごとに許可されるフィールドを制限することによって、一括代入攻撃から保護するための対策が講じられていることを確認してください。たとえば、そのアクションの一部として意図されていないフィールド値を挿入または更新できないようにします。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.4,"Verify that all proxying and middleware components transfer the user's original IP address correctly using trusted data fields that cannot be manipulated by the end user, and the application and web server use this correct value for logging and security decisions such as rate limiting, taking into account that even the original IP address may not be reliable due to dynamic IPs, VPNs, or corporate firewalls.",2,すべてのプロキシおよびミドルウェアコンポーネントが、エンドユーザーが操作できない信頼できるデータフィールドを使用してユーザーの元のIPアドレスを正しく転送し、アプリケーションおよびWebサーバーがこの正しい値をログ記録やレート制限などのセキュリティ上の決定に使用することを確認します。ただし、動的IPアドレス、VPN、または企業ファイアウォールにより、元のIPアドレスでさえ信頼できない場合があることを考慮してください。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.5,Verify that the application explicitly ensures that variables are of the correct type and performs strict equality and comparator operations. This is to avoid type juggling or type confusion vulnerabilities caused by the application code making an assumption about a variable type.,2,アプリケーションが変数の型が正しいことを明示的に保証し、厳密な等価性比較演算を実行していることを確認してください。これは、アプリケーションコードが変数の型について憶測に基づいて判断することで発生する、型ジャグリングや型混同の脆弱性を回避するためです。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.6,"Verify that JavaScript code is written in a way that prevents prototype pollution, for example, by using Set() or Map() instead of object literals.",2,JavaScriptコードがプロトタイプ汚染を防ぐような書き方になっていることを確認してください。例えば、オブジェクトリテラルの代わりにSet()やMap()を使用するなどです。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.3,Defensive Coding,V15.3.7,"Verify that the application has defenses against HTTP parameter pollution attacks, particularly if the application framework makes no distinction about the source of request parameters (query string, body parameters, cookies, or header fields).",2,アプリケーションがHTTPパラメータ汚染攻撃に対する防御策を備えていることを確認してください。特に、アプリケーションフレームワークがリクエストパラメータのソース（クエリ文字列、ボディパラメータ、Cookie、ヘッダーフィールドなど）を区別しない場合は、この点が重要です。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.4,Safe Concurrency,V15.4.1,"Verify that shared objects in multi-threaded code (such as caches, files, or in-memory objects accessed by multiple threads) are accessed safely by using thread-safe types and synchronization mechanisms like locks or semaphores to avoid race conditions and data corruption.",3,マルチスレッドコード内の共有オブジェクト（キャッシュ、ファイル、複数のスレッドからアクセスされるメモリ内オブジェクトなど）が、スレッドセーフな型と、ロックやセマフォなどの同期メカニズムを使用して安全にアクセスできることを検証し、競合状態やデータ破損を回避します。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.4,Safe Concurrency,V15.4.2,"Verify that checks on a resource's state, such as its existence or permissions, and the actions that depend on them are performed as a single atomic operation to prevent time-of-check to time-of-use (TOCTOU) race conditions. For example, checking if a file exists before opening it, or verifying a user’s access before granting it.",3,リソースの状態（存在や権限など）のチェック、およびそれらに依存するアクションが、チェック時と使用時（TOCTOU）の競合状態を防ぐために、単一のアトミック操作として実行されることを確認してください。たとえば、ファイルを開く前にファイルが存在するかどうかを確認したり、アクセスを許可する前にユーザーのアクセス権限を確認したりする場合などです。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.4,Safe Concurrency,V15.4.3,"Verify that locks are used consistently to avoid threads getting stuck, whether by waiting on each other or retrying endlessly, and that locking logic stays within the code responsible for managing the resource to ensure locks cannot be inadvertently or maliciously modified by external classes or code.",3,スレッドが互いに待機したり、無限に再試行したりして停止するのを防ぐために、ロックが一貫して使用されていること、およびロックロジックがリソース管理を担当するコード内に留まり、外部のクラスやコードによってロックが意図せず、または悪意を持って変更されないことを確認する。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V15,Secure Coding and Architecture,V15.4,Safe Concurrency,V15.4.4,"Verify that resource allocation policies prevent thread starvation by ensuring fair access to resources, such as by leveraging thread pools, allowing lower-priority threads to proceed within a reasonable timeframe.",3,リソース割り当てポリシーが、スレッドプールを活用するなどしてリソースへの公平なアクセスを確保し、優先度の低いスレッドが妥当な時間枠内で処理を進められるようにすることで、スレッドの枯渇を防いでいることを確認します。,,TS / React / AWS (ECS/Aurora/Cognito): セキュリティ設計において、TypeScriptのコンパイラ設定（`strict: true`）、依存関係スキャン（`npm audit` / Snyk）のCI/CD統合、およびAWSのマルチアカウント戦略（Staging/Productionの分離）が行われていることを確認する。
V16,Security Logging and Error Handling,V16.1,Security Logging Documentation,V16.1.1,"Verify that an inventory exists documenting the logging performed at each layer of the application's technology stack, what events are being logged, log formats, where that logging is stored, how it is used, how access to it is controlled, and for how long logs are kept.",2,アプリケーションのテクノロジースタックの各レイヤーで実行されるログ記録、ログに記録されるイベント、ログのフォーマット、ログの保存場所、使用方法、アクセス制御方法、およびログの保存期間を文書化したインベントリが存在することを確認します。,ログ記録の対象、形式、期間、アクセス制御等を定義したインベントリの文書化,AWS CloudWatch / CloudTrail: アプリケーションログ（ECSコンテナの標準出力から収集されるCloudWatch Logs）およびAWSインフラ操作ログ（CloudTrail）が一元的に記録され、ログの削除・改ざんを防ぐためのS3オブジェクトロックや、管理者であってもログバケットへの直接削除アクションを禁止するIAMポリシーが適用されていることを確認する。
V16,Security Logging and Error Handling,V16.2,General Logging,V16.2.1,"Verify that each log entry includes necessary metadata (such as when, where, who, what) that would allow for a detailed investigation of the timeline when an event happens.",2,各ログエントリに、イベント発生時のタイムラインを詳細に調査するために必要なメタデータ（日時、場所、人物、内容など）が含まれていることを確認してください。,,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.2,General Logging,V16.2.2,"Verify that time sources for all logging components are synchronized, and that timestamps in security event metadata use UTC or include an explicit time zone offset. UTC is recommended to ensure consistency across distributed systems and to prevent confusion during daylight saving time transitions.",2,すべてのログ記録コンポーネントの時刻ソースが同期されていること、およびセキュリティイベントメタデータのタイムスタンプがUTCを使用しているか、または明示的なタイムゾーンオフセットが含まれていることを確認してください。分散システム全体で一貫性を確保し、夏時間移行時の混乱を防ぐため、UTCの使用をお勧めします。,,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.2,General Logging,V16.2.3,Verify that the application only stores or broadcasts logs to the files and services that are documented in the log inventory.,2,アプリケーションがログをログインベントリに記載されているファイルやサービスにのみ保存または送信していることを確認してください。,アプリケーションが生成するログの種類のインベントリ（一覧）,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.2,General Logging,V16.2.4,"Verify that logs can be read and correlated by the log processor that is in use, preferably by using a common logging format.",2,ログが使用中のログプロセッサによって読み取られ、関連付けられることを確認してください。できれば、共通のログフォーマットを使用してください。,,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.2,General Logging,V16.2.5,"Verify that when logging sensitive data, the application enforces logging based on the data's protection level. For example, it may not be allowed to log certain data, such as credentials or payment details. Other data, such as session tokens, may only be logged by being hashed or masked, either in full or partially.",2,機密データをログに記録する際、アプリケーションがデータの保護レベルに基づいてログ記録を強制していることを確認してください。たとえば、認証情報や支払い情報などの特定のデータはログに記録できない場合があります。セッショントークンなどのその他のデータは、全体または一部をハッシュ化またはマスクした場合にのみログに記録できます。,,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.3,Security Events,V16.3.1,"Verify that all authentication operations are logged, including successful and unsuccessful attempts. Additional metadata, such as the type of authentication or factors used, should also be collected.",2,認証操作はすべて、成功・失敗に関わらずログに記録されていることを確認してください。認証の種類や使用された認証要素などの追加メタデータも収集する必要があります。,,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.3,Security Events,V16.3.2,"Verify that failed authorization attempts are logged. For L3, this must include logging all authorization decisions, including logging when sensitive data is accessed (without logging the sensitive data itself).",2,認証失敗の試行がログに記録されていることを確認してください。L3の場合、これにはすべての認証決定のログ記録が含まれ、機密データへのアクセスがあった場合のログ記録も含まれます（ただし、機密データ自体はログに記録しないでください）。,,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.3,Security Events,V16.3.3,"Verify that the application logs the security events that are defined in the documentation and also logs attempts to bypass the security controls, such as input validation, business logic, and anti-automation.",2,アプリケーションが、ドキュメントに定義されているセキュリティイベントをログに記録するだけでなく、入力検証、ビジネスロジック、自動化対策などのセキュリティ制御を回避しようとする試みもログに記録することを確認してください。,ログに記録すべき特定のセキュリティイベントの定義,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.3,Security Events,V16.3.4,Verify that the application logs unexpected errors and security control failures such as backend TLS failures.,2,アプリケーションが、バックエンドTLSの障害など、予期しないエラーやセキュリティ制御の失敗をログに記録することを確認してください。,,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.4,Log Protection,V16.4.1,Verify that all logging components appropriately encode data to prevent log injection.,2,すべてのログ記録コンポーネントが、ログの挿入を防止するためにデータを適切にエンコードしていることを確認してください。,,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.4,Log Protection,V16.4.2,Verify that logs are protected from unauthorized access and cannot be modified.,2,ログが不正アクセスから保護されており、改ざんできないことを確認してください。,,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.4,Log Protection,V16.4.3,"Verify that logs are securely transmitted to a logically separate system for analysis, detection, alerting, and escalation. The aim is to ensure that if the application is breached, the logs are not compromised.",2,ログが分析、検出、警告、エスカレーションのために論理的に分離されたシステムに安全に送信されることを確認してください。目的は、アプリケーションが侵害された場合でも、ログが侵害されないようにすることです。,,TS / ECS (TypeScript): ECSコンテナ内で発生したすべてのエラーおよび未処理の例外は、`try-catch` ブロック等で補足し、ユーザー（フロントエンドのレスポンス）には詳細なエラーメッセージやスタックトレースを一切返さず、汎用的なエラーコードまたは「システムエラーが発生しました」というメッセージのみを返し、詳細なデバッグ情報（スタックトレースやDB接続詳細）はCloudWatch Logsにのみ構造化ログ（JSON形式）で出力することを確認する。
V16,Security Logging and Error Handling,V16.5,Error Handling,V16.5.1,"Verify that a generic message is returned to the consumer when an unexpected or security-sensitive error occurs, ensuring no exposure of sensitive internal system data such as stack traces, queries, secret keys, and tokens.",2,予期しないエラーやセキュリティ上重要なエラーが発生した場合に、スタックトレース、クエリ、秘密鍵、トークンなどの機密性の高い内部システムデータが漏洩しないよう、汎用的なメッセージがコンシューマーに返されることを確認します。,,ECS (TS) / CloudWatch: 監査ログ（CloudTrail）の削除防止、ECS内での未処理例外のキャッチと汎用的なユーザーエラー応答、およびスタックトレースやDB接続詳細のログ出力（ユーザーへの非公開）が構成されていることを確認する。
V16,Security Logging and Error Handling,V16.5,Error Handling,V16.5.2,"Verify that the application continues to operate securely when external resource access fails, for example, by using patterns such as circuit breakers or graceful degradation.",2,サーキットブレーカーやグレースフルデグラデーションなどのパターンを使用することで、外部リソースへのアクセスが失敗した場合でも、アプリケーションが安全に動作し続けることを検証します。,,ECS (TS) / CloudWatch: 監査ログ（CloudTrail）の削除防止、ECS内での未処理例外のキャッチと汎用的なユーザーエラー応答、およびスタックトレースやDB接続詳細のログ出力（ユーザーへの非公開）が構成されていることを確認する。
V16,Security Logging and Error Handling,V16.5,Error Handling,V16.5.3,"Verify that the application fails gracefully and securely, including when an exception occurs, preventing fail-open conditions such as processing a transaction despite errors resulting from validation logic.",2,アプリケーションが例外発生時を含め、適切かつ安全に障害処理を行うことを検証し、検証ロジックに起因するエラーにもかかわらずトランザクションが処理されるといった、フェイルオープン状態が発生しないことを確認します。,,ECS (TS) / CloudWatch: 監査ログ（CloudTrail）の削除防止、ECS内での未処理例外のキャッチと汎用的なユーザーエラー応答、およびスタックトレースやDB接続詳細のログ出力（ユーザーへの非公開）が構成されていることを確認する。
V16,Security Logging and Error Handling,V16.5,Error Handling,V16.5.4,"Verify that a ""last resort"" error handler is defined which will catch all unhandled exceptions. This is both to avoid losing error details that must go to log files and to ensure that an error does not take down the entire application process, leading to a loss of availability.",3,未処理の例外をすべて捕捉する「最終手段」のエラーハンドラが定義されていることを確認してください。これは、ログファイルに記録されるべきエラーの詳細が失われるのを防ぐとともに、エラーによってアプリケーションプロセス全体が停止し、可用性が失われることを防ぐためです。,,ECS (TS) / CloudWatch: 監査ログ（CloudTrail）の削除防止、ECS内での未処理例外のキャッチと汎用的なユーザーエラー応答、およびスタックトレースやDB接続詳細のログ出力（ユーザーへの非公開）が構成されていることを確認する。
